Unnamed: 0,Merged_ID,Region,Dataset,LAT,LONG,SEASON,CRLPARHA,GEN,EDU,SOCCAT,CRARHA,HHMEM,SPRODMR,HIFAG,INFRCR,DISMR,SOPER,SOILTEX,DCLASS,PCRR,PCRRB,SDATE,SDATE_rel,TDATE,TDATE_rel,HDATE,VARTYPE,EST_line,EST_binary,SRATEHA,IRRIAVA,IRRINU,WSEV,INSEV,DISEV,DRSEV,FLSEV,LOD,TOTSSP,TOTTSP,TOTMOP,TOTGYP,TOTBOR,TOTZNSO4,Organic_fert_kg_plot,N_in_NPK,N_in_NPKS,N_in_BOFERT,N_in_FTDOFERT,N_in_STDOFERT,N_in_TTDOFERT,BUREA,FTDUREA,FTDUREADY,STDUREA,STDUREADY,TTDUREA,TTDUREADY,BDAP,FTDDAP,FTDDAPDY,STDDAP,STDDAPDY,TTDDAP,TTDDAPDY,BNPK,FTDNPK,FTDNPKDY,STDNPK,STDNPKDY,TTDNPK,TTDNPKDY,BNPKS,FTDNPKS,FTDNPKSDY,STDNPKS,STDNPKSDY,TTDNPKS,TTDNPKSDY,BOFERTAT,FTDOFERTAT,FTDOFERTDY,STDOFERTAT,STDOFERTDY,TTDOFERTAT,TTDOFERTDY,FourthTDUREA,FourthTDUREADY,yield_kg_ha,FGPRICE_quintal,Urea_price,CRARHA_riceonly,Total_landholding_ha,Largest_plot_leased_or_owned,SoilGrids_bdod,SoilGrids_cfvo,SoilGrids_clay,SoilGrids_nitrogen,SoilGrids_ocd,SoilGrids_phh2o,SoilGrids_sand,SoilGrids_silt,SoilGrids_soc,year,total_precip,num_dry_days,num_wet_days,avg_dspell_length,avg_wspell_length,monsoon_onset,monsoon_retreat,Nursery_duration,Crop_duration,Field_duration,TDATE_yday,Transplanting_year,Harvest_year,monsoon_length,P2O5_ha,K2O_ha,GYP_ha,BOR_ha,Zn_ha,Organic_ha,UREA_N,DAP_N,NPK_N,NPKS_N,OFERT_N,Total_N,N_kg_ha,PFPn,Nperc_pre_7_DAT,MaxUnsplit_Nperc_within_1_days,Nperc_7to30_DAT,SDATE_year,TDATE_year,HDATE_year
175,AP_1155,AP,AP,15.77,79.69,Kharif,0.202343133485765,male,1.0,General,0.809372533943061,4.0,0.0,15.0,5.0,25.0,1.0,2.0,1.0,60.0,no,2018-08-09,39.0,2018-08-23,23.0,2018-12-13,Traditional_Local,Line,Transplanted,75.0,1.0,9.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,25.0,25.0,15.0,25.0,30.0,0.0,,25.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0,,0.0,0,,0,,0,,,,4942.1,2000.0,,0.4,,Owned,1.39999997615814,13.0,29.0,2.09999990463257,2.29999995231628,6.80000019073486,45.0,26.0,30.2999992370605,2018.0,585.701232910156,267.0,98.0,16.4166660308838,11.0,163.0,286.0,14.0,126.0,112.0,235.0,2018.0,2018.0,123.0,56.8341500000001,74.1315000000001,0.0,0.0,0.0,0.0,34.5,4.5,0.0,0.0,0.0,39.0,192.7419,25.6410256410256,41.025641025641,41.0237732428703,58.974358974359,2018,2018.0,2018.0
177,AP_1157,AP,AP,15.46,80.17,Kharif,0.202343133485765,male,1.0,OBC,2.42811760182918,5.0,15.0,100.0,5.0,15.0,2.0,2.0,3.0,80.0,no,2018-07-21,20.0,2018-08-24,24.0,2018-12-22,Improved,Line,Transplanted,75.0,1.0,11.0,1.0,3.0,3.0,,,0.0,0.0,0.0,25.0,0.0,0.0,5.0,4046.8626697153,0.15,0.15,0.0,0.0,0.0,0.0,25.0,25.0,20.0,25.0,50.0,0.0,,25.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,25.0,20.0,0.0,,0,,0.0,0,,0,,0,,,,5189.205,2000.0,,0.4,,Owned,1.29999995231628,5.0,30.0,2.09999990463257,3.09999990463257,7.09999990463257,36.0,34.0,38.7000007629395,2018.0,628.364624023438,281.0,84.0,14.5625,9.6666669845581,180.0,316.0,34.0,154.0,120.0,236.0,2018.0,2018.0,136.0,75.3670250000001,92.6643750000001,0.0,0.0,8.89578000000001,20000.0,34.5,4.5,0.0,3.75,0.0,42.75,211.274775,24.5614035087719,37.4269005847953,37.4251966426186,35.672514619883,2018,2018.0,2018.0
178,AP_1158,AP,AP,15.32,79.79,Kharif,0.202343133485765,male,2.0,General,1.21405880091459,5.0,0.0,85.0,10.0,0.0,2.0,2.0,3.0,80.0,no,2018-07-18,17.0,2018-08-24,24.0,2018-12-29,Improved,Line,Transplanted,75.0,1.0,10.0,1.0,3.0,3.0,,,0.0,0.0,0.0,25.0,0.0,0.0,10.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,15.0,25.0,20.0,25.0,40.0,0.0,,25.0,25.0,20.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0,,0.0,0,,0,,0,,,,5189.205,3000.0,,0.4,,Owned,1.39999997615814,10.0,30.0,2.0,2.5,7.30000019073486,39.0,31.0,39.5999984741211,2018.0,547.803833007812,276.0,89.0,17.3076915740967,11.3333330154419,177.0,320.0,37.0,164.0,127.0,236.0,2018.0,2018.0,143.0,113.6683,74.1315000000001,0.0,0.0,17.79156,0.0,29.9,9.0,0.0,0.0,0.0,38.9,192.24769,26.9922879177378,29.305912596401,41.1292328141888,41.1311053984576,2018,2018.0,2018.0
179,AP_1159,AP,AP,15.3,79.51,Kharif,0.40468626697153,male,3.0,General,8.09372533943061,4.0,30.0,75.0,75.0,20.0,2.0,2.0,3.0,0.0,no,2018-07-27,26.0,2018-08-24,24.0,2018-12-31,Improved,Line,Transplanted,75.0,1.0,10.0,1.0,3.0,3.0,,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,50.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,50.0,20.0,50.0,30.0,0,,0.0,0,,0,,50,100.0,,,4942.1,2000.0,,4.0,,Owned,1.39999997615814,11.0,32.0,1.79999995231628,2.5,7.0,39.0,29.0,42.5,2018.0,511.911193847656,276.0,89.0,16.8461532592773,8.6666669845581,162.0,291.0,28.0,157.0,129.0,236.0,2018.0,2018.0,129.0,93.8999000000001,37.06575,0.0,0.0,8.89578000000001,0.0,0.0,9.0,0.0,15.0,0.0,24.0,59.3052,83.3333333333333,37.5,37.5009274060284,62.5,2018,2018.0,2018.0
181,AP_1160,AP,AP,15.77,79.69,Kharif,0.202343133485765,female,2.0,OBC,1.21405880091459,5.0,75.0,80.0,90.0,25.0,2.0,2.0,1.0,60.0,no,2018-07-26,25.0,2018-08-24,24.0,2018-12-13,Traditional_Local,Line,Transplanted,75.0,1.0,9.0,1.0,3.0,3.0,,,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,25.0,25.0,15.0,25.0,30.0,0.0,,25.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0,,0.0,0,,0,,0,,,,4942.1,2000.0,,1.2,,Owned,1.39999997615814,13.0,29.0,2.09999990463257,2.29999995231628,6.80000019073486,45.0,26.0,30.2999992370605,2018.0,585.701232910156,267.0,98.0,16.4166660308838,11.0,163.0,286.0,29.0,140.0,111.0,236.0,2018.0,2018.0,123.0,56.8341500000001,74.1315000000001,0.0,0.0,0.0,0.0,34.5,4.5,0.0,0.0,0.0,39.0,192.7419,25.6410256410256,41.025641025641,41.0237732428703,58.974358974359,2018,2018.0,2018.0
182,AP_1161,AP,AP,15.77,79.69,Kharif,0.202343133485765,male,2.0,OBC,0.809372533943061,5.0,0.0,0.0,0.0,25.0,1.0,2.0,1.0,60.0,no,2018-08-23,53.0,2018-08-24,24.0,2018-12-14,Traditional_Local,Line,Transplanted,75.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,25.0,25.0,15.0,25.0,30.0,0.0,,25.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0,,0.0,0,,0,,0,,,,4942.1,2000.0,,0.8,,Owned,1.39999997615814,13.0,29.0,2.09999990463257,2.29999995231628,6.80000019073486,45.0,26.0,30.2999992370605,2018.0,585.701232910156,267.0,98.0,16.4166660308838,11.0,163.0,286.0,1.0,113.0,112.0,236.0,2018.0,2018.0,123.0,56.8341500000001,74.1315000000001,0.0,0.0,0.0,0.0,34.5,4.5,0.0,0.0,0.0,39.0,192.7419,25.6410256410256,41.025641025641,41.0237732428703,58.974358974359,2018,2018.0,2018.0
183,AP_1162,AP,AP,15.77,79.69,Kharif,0.202343133485765,male,5.0,OBC,1.21405880091459,4.0,70.0,90.0,75.0,25.0,3.0,2.0,1.0,60.0,no,2018-07-26,25.0,2018-08-24,24.0,2018-12-13,Hybrid,Line,Transplanted,75.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,25.0,25.0,15.0,25.0,30.0,0.0,,25.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0,,0.0,0,,0,,0,,,,4942.1,2000.0,,0.8,,Owned,1.39999997615814,13.0,29.0,2.09999990463257,2.29999995231628,6.80000019073486,45.0,26.0,30.2999992370605,2018.0,585.701232910156,267.0,98.0,16.4166660308838,11.0,163.0,286.0,29.0,140.0,111.0,236.0,2018.0,2018.0,123.0,56.8341500000001,74.1315000000001,0.0,0.0,0.0,0.0,34.5,4.5,0.0,0.0,0.0,39.0,192.7419,25.6410256410256,41.025641025641,41.0237732428703,58.974358974359,2018,2018.0,2018.0
184,AP_1163,AP,AP,15.99,79.44,Kharif,0.202343133485765,male,1.0,General,0.809372533943061,5.0,0.0,0.0,0.0,21.0,2.0,2.0,1.0,60.0,no,2018-07-26,25.0,2018-08-24,24.0,2018-12-14,Traditional_Local,Line,Transplanted,75.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,25.0,25.0,15.0,25.0,25.0,0.0,,25.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0,,0.0,0,,0,,0,,,,4942.1,2000.0,,0.8,,Owned,1.39999997615814,14.0,30.0,1.29999995231628,2.29999995231628,6.80000019073486,41.0,29.0,31.1000003814697,2018.0,644.22412109375,273.0,92.0,18.0833339691162,13.5,173.0,283.0,29.0,141.0,112.0,236.0,2018.0,2018.0,110.0,56.8341500000001,74.1315000000001,0.0,0.0,0.0,0.0,34.5,4.5,0.0,0.0,0.0,39.0,192.7419,25.6410256410256,41.025641025641,41.0237732428703,58.974358974359,2018,2018.0,2018.0
185,AP_1164,AP,AP,15.46,80.17,Kharif,0.242811760182918,male,1.0,OBC,2.42811760182918,2.0,5.0,100.0,15.0,15.0,2.0,2.0,3.0,60.0,no,2018-07-27,26.0,2018-08-24,24.0,2018-12-28,Improved,Line,Transplanted,62.5,1.0,11.0,1.0,3.0,3.0,,,0.0,0.0,0.0,25.0,0.0,0.0,5.0,4613.42344347545,0.15,0.15,0.0,0.0,0.0,0.0,25.0,25.0,20.0,25.0,50.0,0.0,,25.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0,,0.0,0,,0,,0,,,,4530.25833333333,2000.0,,0.4,,Owned,1.29999995231628,5.0,30.0,2.09999990463257,3.09999990463257,7.09999990463257,36.0,34.0,38.7000007629395,2018.0,628.364624023438,281.0,84.0,14.5625,9.6666669845581,180.0,316.0,28.0,154.0,126.0,236.0,2018.0,2018.0,136.0,47.3617916666667,61.77625,0.0,0.0,7.41315000000001,19000.0,34.5,4.5,0.0,0.0,0.0,39.0,160.61825,28.2051282051282,41.025641025641,41.0227355857756,29.4871794871795,2018,2018.0,2018.0
186,AP_1165,AP,AP,14.72,77.74,Kharif,0.40468626697153,male,3.0,General,1.21405880091459,4.0,95.0,80.0,70.0,20.0,2.0,2.0,3.0,0.0,yes,2018-07-07,6.0,2018-08-29,29.0,2018-12-14,Improved,Random,Transplanted,75.0,1.0,9.0,2.0,2.0,2.0,,,0.0,0.0,0.0,60.0,0.0,0.0,0.0,1214.05880091459,0.15,0.15,0.0,0.0,0.0,0.0,0.0,45.0,20.0,50.0,40.0,50.0,60.0,50.0,0.0,,0.0,,0.0,,0.0,0.0,,50.0,40.0,0.0,,0.0,0.0,,0.0,,0,,0.0,0,,0,,0,,,,5930.52,1350.0,,1.2,,Owned,1.5,12.0,35.0,1.20000004768372,2.09999990463257,7.09999990463257,40.0,25.0,17.7000007629395,2018.0,350.593353271484,294.0,71.0,19.9166660308838,6.0,152.0,287.0,53.0,160.0,107.0,241.0,2018.0,2018.0,135.0,75.3670250000001,107.490675,0.0,0.0,0.0,3000.0,66.7,9.0,7.5,0.0,0.0,83.2,205.59136,28.8461538461538,10.8173076923077,36.6552368737674,24.8798076923077,2018,2018.0,2018.0
187,AP_1166,AP,AP,15.3,79.51,Kharif,0.202343133485765,male,3.0,General,0.809372533943061,5.0,70.0,70.0,40.0,20.0,2.0,2.0,3.0,0.0,no,2018-07-26,25.0,2018-08-29,29.0,2018-12-28,Improved,Line,Transplanted,75.0,1.0,13.0,1.0,3.0,3.0,,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,25.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,25.0,20.0,25.0,30.0,0,,0.0,0,,0,,25,60.0,,,5189.205,2000.0,,0.4,,Owned,1.39999997615814,11.0,32.0,1.79999995231628,2.5,7.0,39.0,29.0,42.5,2018.0,511.911193847656,276.0,89.0,16.8461532592773,8.6666669845581,162.0,291.0,34.0,155.0,121.0,241.0,2018.0,2018.0,129.0,93.8999000000001,37.06575,0.0,0.0,17.79156,0.0,0.0,4.5,0.0,7.5,0.0,12.0,59.3052,87.4999999999999,37.5,37.5009274060284,62.5,2018,2018.0,2018.0
188,AP_1167,AP,AP,14.91,77.59,Kharif,0.40468626697153,male,1.0,General,3.23749013577224,4.0,80.0,100.0,80.0,2.0,2.0,3.0,3.0,100.0,yes,2018-07-31,30.0,2018-08-30,30.0,2018-12-20,Traditional_Local,Random,Transplanted,75.0,1.0,7.0,1.0,1.0,1.0,,,100.0,0.0,0.0,70.0,0.0,0.0,0.0,,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,,45.0,48.0,0.0,,50.0,0.0,,0.0,,0.0,,0.0,0.0,,50.0,48.0,0.0,,0.0,50.0,28.0,0.0,,0,,0.0,0,,0,,0,,,,4942.1,1100.0,,2.0,,Owned,1.5,9.0,34.0,1.60000002384186,2.5,7.09999990463257,41.0,25.0,24.6000003814697,2018.0,374.529357910156,293.0,72.0,17.384614944458,6.0,151.0,289.0,30.0,142.0,112.0,242.0,2018.0,2018.0,138.0,93.8999000000001,140.84985,0.0,0.0,0.0,,20.7,9.0,7.5,7.5,0.0,44.7,110.455935,44.7427293064877,20.1342281879195,63.0839800505061,16.7785234899329,2018,2018.0,2018.0
189,AP_1168,AP,AP,17.78,82.8,Kharif,0.202343133485765,male,6.0,OBC,0.40468626697153,6.0,0.0,50.0,55.0,1.0,2.0,2.0,3.0,80.0,no,2018-07-12,11.0,2018-08-31,31.0,2018-12-30,Improved,Random,Transplanted,75.0,1.0,6.0,1.0,2.0,1.0,,,0.0,0.0,0.0,10.0,0.0,0.0,10.0,1011.71566742883,0.15,0.15,0.0,0.0,0.0,0.0,0.0,20.0,35.0,10.0,65.0,0.0,,25.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0,,0.0,0,,0,,0,,,,5436.31,1300.0,,0.4,,Owned,1.29999995231628,8.0,32.0,1.79999995231628,2.79999995231628,6.30000019073486,35.0,33.0,21.7000007629395,2018.0,1365.39050292969,257.0,108.0,15.9166669845581,8.39999961853027,172.0,269.0,50.0,171.0,121.0,243.0,2018.0,2018.0,97.0,56.8341500000001,29.6526,0.0,0.0,17.79156,5000.00000000002,13.8,4.5,0.0,0.0,0.0,18.3,90.4404300000001,60.1092896174863,24.5901639344262,50.2761873202062,0.0,2018,2018.0,2018.0
190,AP_1169,AP,AP,15.77,79.69,Kharif,0.202343133485765,male,1.0,OBC,1.21405880091459,5.0,0.0,0.0,0.0,25.0,1.0,2.0,1.0,60.0,no,2018-07-19,18.0,2018-08-31,31.0,2018-12-11,Traditional_Local,Line,Transplanted,75.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,25.0,25.0,15.0,25.0,30.0,0.0,,25.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0,,0.0,0,,0,,0,,,,4942.1,2000.0,,1.2,,Owned,1.39999997615814,13.0,29.0,2.09999990463257,2.29999995231628,6.80000019073486,45.0,26.0,30.2999992370605,2018.0,585.701232910156,267.0,98.0,16.4166660308838,11.0,163.0,286.0,43.0,145.0,102.0,243.0,2018.0,2018.0,123.0,56.8341500000001,74.1315000000001,0.0,0.0,0.0,0.0,34.5,4.5,0.0,0.0,0.0,39.0,192.7419,25.6410256410256,41.025641025641,41.0237732428703,58.974358974359,2018,2018.0,2018.0
192,AP_1170,AP,AP,14.79,77.76,Kharif,0.40468626697153,male,1.0,General,0.809372533943061,5.0,100.0,100.0,75.0,30.0,3.0,1.0,3.0,100.0,no,2018-08-01,31.0,2018-09-01,32.0,2018-12-01,Traditional_Local,Random,Transplanted,75.0,1.0,10.0,1.0,1.0,1.0,,,0.0,0.0,0.0,50.0,0.0,0.0,0.0,,0.15,0.15,0.0,0.0,0.0,0.0,0.0,50.0,30.0,0.0,,0.0,,50.0,0.0,,0.0,,0.0,,0.0,50.0,30.0,0.0,,0.0,,0.0,0.0,,0.0,,0,,0.0,0,,0,,0,,,,4942.1,1200.0,,0.8,,Owned,1.39999997615814,14.0,35.0,1.29999995231628,2.09999990463257,7.19999980926514,37.0,28.0,30.7000007629395,2018.0,342.456787109375,296.0,69.0,18.769229888916,6.0,152.0,289.0,31.0,122.0,91.0,244.0,2018.0,2018.0,137.0,75.3670250000001,92.6643750000001,0.0,0.0,0.0,,23.0,9.0,7.5,0.0,0.0,39.5,97.6064750000001,50.632911392405,22.7848101265823,77.2079926049987,77.2151898734177,2018,2018.0,2018.0
193,AP_1171,AP,AP,15.78,79.66,Kharif,0.40468626697153,female,2.0,SC,0.40468626697153,5.0,0.0,0.0,0.0,25.0,2.0,2.0,2.0,60.0,no,2018-10-16,107.0,2018-09-03,34.0,2018-09-19,Traditional_Local,Line,Transplanted,25.0,1.0,0.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0,,0.0,0,,0,,0,,,,2471.05,25.0,,0.4,,Owned,1.39999997615814,16.0,29.0,1.79999995231628,2.5,6.80000019073486,44.0,27.0,28.2999992370605,2018.0,585.701232910156,267.0,98.0,16.4166660308838,11.0,163.0,286.0,-43.0,-27.0,16.0,246.0,2018.0,2018.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,,,,2018,2018.0,2018.0
194,AP_1172,AP,AP,15.78,79.66,Kharif,0.202343133485765,male,2.0,OBC,0.809372533943061,6.0,0.0,0.0,0.0,25.0,2.0,2.0,1.0,60.0,no,2018-08-08,38.0,2018-09-06,37.0,2018-12-07,Traditional_Local,Line,Transplanted,75.0,1.0,9.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,25.0,25.0,15.0,25.0,30.0,0.0,,25.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0,,0.0,0,,0,,0,,,,4942.1,2000.0,,0.8,,Owned,1.39999997615814,16.0,29.0,1.79999995231628,2.5,6.80000019073486,44.0,27.0,28.2999992370605,2018.0,585.701232910156,267.0,98.0,16.4166660308838,11.0,163.0,286.0,29.0,121.0,92.0,249.0,2018.0,2018.0,123.0,56.8341500000001,74.1315000000001,0.0,0.0,0.0,0.0,34.5,4.5,0.0,0.0,0.0,39.0,192.7419,25.6410256410256,41.025641025641,41.0237732428703,58.974358974359,2018,2018.0,2018.0
195,AP_1173,AP,AP,15.91,80.33,Kharif,0.202343133485765,male,2.0,General,0.40468626697153,4.0,0.0,0.0,0.0,25.0,2.0,2.0,3.0,0.0,no,2018-08-10,40.0,2018-09-10,41.0,2018-12-22,Improved,Line,Transplanted,75.0,1.0,11.0,1.0,3.0,3.0,,,0.0,0.0,0.0,25.0,0.0,0.0,5.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,15.0,25.0,15.0,25.0,30.0,0.0,,25.0,25.0,15.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0,,0.0,0,,0,,0,,,,4942.1,3000.0,,0.4,,Owned,1.29999995231628,5.0,29.0,2.70000004768372,3.29999995231628,6.69999980926514,36.0,35.0,30.0,2018.0,758.450317382812,274.0,91.0,13.7058820724487,7.40000009536743,179.0,290.0,31.0,134.0,103.0,253.0,2018.0,2018.0,111.0,113.6683,74.1315000000001,0.0,0.0,8.89578000000001,0.0,29.9,9.0,0.0,0.0,0.0,38.9,192.24769,25.706940874036,29.305912596401,41.1292328141888,70.694087403599,2018,2018.0,2018.0
196,AP_1174,AP,AP,15.91,80.33,Kharif,0.202343133485765,male,3.0,OBC,1.21405880091459,4.0,0.0,30.0,0.0,25.0,2.0,2.0,3.0,0.0,no,2018-08-12,42.0,2018-09-11,42.0,2018-12-22,Improved,Line,Transplanted,75.0,1.0,10.0,1.0,3.0,3.0,,,0.0,0.0,0.0,25.0,0.0,0.0,5.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,25.0,25.0,15.0,25.0,30.0,0.0,,25.0,25.0,15.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0,,0.0,0,,0,,0,,,,4942.1,3000.0,,0.4,,Owned,1.29999995231628,5.0,29.0,2.70000004768372,3.29999995231628,6.69999980926514,36.0,35.0,30.0,2018.0,758.450317382812,274.0,91.0,13.7058820724487,7.40000009536743,179.0,290.0,30.0,132.0,102.0,254.0,2018.0,2018.0,111.0,113.6683,74.1315000000001,0.0,0.0,8.89578000000001,0.0,34.5,9.0,0.0,0.0,0.0,43.5,214.98135,22.9885057471264,36.7816091954023,36.7799346315389,63.2183908045977,2018,2018.0,2018.0
197,AP_1175,AP,AP,15.91,80.33,Kharif,0.121405880091459,male,3.0,OBC,1.21405880091459,3.0,0.0,65.0,0.0,25.0,2.0,2.0,3.0,0.0,no,2018-08-10,40.0,2018-09-12,43.0,2018-12-22,Improved,Line,Transplanted,125.0,1.0,11.0,1.0,3.0,3.0,,,0.0,0.0,0.0,15.0,0.0,0.0,5.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,15.0,15.0,15.0,15.0,30.0,0.0,,15.0,15.0,15.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0,,0.0,0,,0,,0,,,,4942.1,3000.0,,0.4,,Owned,1.29999995231628,5.0,29.0,2.70000004768372,3.29999995231628,6.69999980926514,36.0,35.0,30.0,2018.0,758.450317382812,274.0,91.0,13.7058820724487,7.40000009536743,179.0,290.0,33.0,134.0,101.0,255.0,2018.0,2018.0,111.0,113.6683,74.1315000000001,0.0,0.0,14.8263,0.0,20.7,5.4,0.0,0.0,0.0,26.1,214.98135,22.9885057471264,36.7816091954023,36.7799346315389,63.2183908045977,2018,2018.0,2018.0
198,AP_1176,AP,AP,15.91,80.33,Kharif,0.121405880091459,male,3.0,OBC,0.809372533943061,4.0,0.0,60.0,0.0,25.0,2.0,2.0,3.0,0.0,no,2018-08-13,43.0,2018-09-13,44.0,2018-12-22,Improved,Line,Transplanted,83.33333333,1.0,11.0,1.0,3.0,3.0,,,0.0,0.0,0.0,15.0,0.0,0.0,5.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,10.0,15.0,20.0,15.0,40.0,0.0,,20.0,15.0,20.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0,,0.0,0,,0,,0,,,,4942.1,3000.0,,0.4,,Owned,1.29999995231628,5.0,29.0,2.70000004768372,3.29999995231628,6.69999980926514,36.0,35.0,30.0,2018.0,758.450317382812,274.0,91.0,13.7058820724487,7.40000009536743,179.0,290.0,31.0,131.0,100.0,256.0,2018.0,2018.0,111.0,132.613016666667,74.1315000000001,0.0,0.0,14.8263,0.0,18.4,6.3,0.0,0.0,0.0,24.7,203.449783333334,24.2914979757085,33.1983805668016,38.8646272827193,38.8663967611336,2018,2018.0,2018.0
199,AP_1177,AP,AP,15.87,79.76,Kharif,0.202343133485765,male,4.0,General,0.40468626697153,5.0,0.0,0.0,0.0,20.0,1.0,2.0,1.0,60.0,no,2018-08-23,53.0,2018-09-13,44.0,2018-12-14,Traditional_Local,Line,Transplanted,50.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,25.0,25.0,25.0,25.0,25.0,0.0,,25.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0,,0.0,0,,0,,0,,,,4942.1,2000.0,,0.4,,Owned,1.39999997615814,12.0,30.0,1.70000004768372,2.5,6.80000019073486,43.0,27.0,37.7000007629395,2018.0,616.814758300781,275.0,90.0,16.230770111084,10.0,173.0,283.0,21.0,113.0,92.0,256.0,2018.0,2018.0,110.0,56.8341500000001,74.1315000000001,0.0,0.0,0.0,0.0,34.5,4.5,0.0,0.0,0.0,39.0,192.7419,25.6410256410256,41.025641025641,58.9700526974155,58.974358974359,2018,2018.0,2018.0
200,AP_1178,AP,AP,14.79,77.76,Kharif,0.40468626697153,male,1.0,General,0.809372533943061,4.0,100.0,100.0,100.0,30.0,1.0,1.0,2.0,0.0,no,2018-08-01,31.0,2018-09-15,46.0,2019-01-15,Traditional_Local,Random,Transplanted,75.0,1.0,13.0,1.0,1.0,1.0,,,0.0,0.0,0.0,50.0,0.0,0.0,0.0,,0.15,0.15,0.0,0.0,0.0,0.0,0.0,50.0,25.0,0.0,,0.0,,50.0,0.0,,0.0,,0.0,,0.0,50.0,25.0,0.0,,0.0,,0.0,0.0,,0.0,,0,,0.0,0,,0,,0,,,,6177.625,1300.0,,0.8,,Owned,1.39999997615814,14.0,35.0,1.29999995231628,2.09999990463257,7.19999980926514,37.0,28.0,30.7000007629395,2018.0,342.456787109375,296.0,69.0,18.769229888916,6.0,152.0,289.0,45.0,167.0,122.0,258.0,2018.0,2019.0,137.0,75.3670250000001,92.6643750000001,0.0,0.0,0.0,,23.0,9.0,7.5,0.0,0.0,39.5,97.6064750000001,63.2911392405063,22.7848101265823,77.2079926049987,77.2151898734177,2018,2018.0,2019.0
